"Ing1","Ing2","Occurrence"
"semolina","whisky","0"
"semolina","French shallots","0"
"semolina","head garlic","0"
"semolina","sprigs of thyme ","0"
"semolina","sherry vinegar","0"
"semolina","port","0"
"semolina","reduced chicken stock","0"
"semolina","large washed Sebago potatoes","0"
"semolina","Maltese pork sausage meat","0"
"semolina","baby rocket leaves","0"
"semolina","sprigs thyme ","0"
"semolina","brandy","0"
"semolina","truffle oil","0"
"semolina","truffle paste","0"
"semolina","rabbit  ","0"
"semolina","bay leaves ","0"
"semolina","slices of dense","0"
"semolina","kunserva  ","0"
"semolina","capers ","0"
"semolina","white anchovies or tinned tuna in oil","0"
"semolina","sea salt and freshly ground black pepper ","0"
"semolina","chopped parsley ","0"
"semolina","kohlrabi","0"
"semolina","podded broad beans","0"
"semolina","podded peas  ","0"
"semolina","small cauliflower","0"
"semolina","vegetable or chicken stock ","0"
"finely grated lemon rind","finely grated lemon rind","1"
"finely grated lemon rind"," tsp vanilla essence","1"
"finely grated lemon rind","wholemeal breadcrumbs","0"
"finely grated lemon rind","skim milk","0"
"finely grated lemon rind","chicken mince","0"
"finely grated lemon rind","mixed herbs","0"
"finely grated lemon rind","egg","0"
"finely grated lemon rind","tomatoes","0"
"finely grated lemon rind","Parsley to garnish","0"
"finely grated lemon rind","eggplant","0"
"finely grated lemon rind","celery stalks","0"
"finely grated lemon rind","olives","0"
"finely grated lemon rind","capers","0"
"finely grated lemon rind"," water","0"
"finely grated lemon rind","globe artichokes","0"
"finely grated lemon rind","heads garlic","0"
"finely grated lemon rind","finely chopped parsley","0"
"finely grated lemon rind","green or black olives","0"
"finely grated lemon rind","can tuna","0"
"finely grated lemon rind","ground almonds","0"
"finely grated lemon rind","sugar","0"
"finely grated lemon rind","cocoa powder","0"
"finely grated lemon rind","ground cloves","0"
"finely grated lemon rind","orange flower water","0"
"finely grated lemon rind","chopped roasted almonds","0"
"finely grated lemon rind","dried chestnuts","0"
"finely grated lemon rind","mandarin peel","0"
"finely grated lemon rind","of ground cloves","0"
"finely grated lemon rind","of ground aniseed","0"
"finely grated lemon rind","sesame seeds","0"
"finely grated lemon rind","butter ","0"
"finely grated lemon rind","chicken or beef stock ","0"
"finely grated lemon rind","tomato paste ","0"
"finely grated lemon rind","tomato puree ","0"
"finely grated lemon rind","macaroni or penne ","0"
"finely grated lemon rind","parmesan","0"
"finely grated lemon rind","tasty cheese","0"
"finely grated lemon rind","salt and pepper ","0"
"finely grated lemon rind","puff pastry sheets","0"
"finely grated lemon rind","large onions","0"
"finely grated lemon rind","tin tomatoes ","0"
"finely grated lemon rind","flat-leaf parsley leaves ","0"
"finely grated lemon rind","red wine ","0"
"finely grated lemon rind","water ","0"
"finely grated lemon rind","thin slices of topside or round steak ","0"
"finely grated lemon rind","minced veal ","0"
"finely grated lemon rind","bacon rashers","0"
"finely grated lemon rind","finely chopped flat-leaf parsley","0"
"finely grated lemon rind","finely chopped oregano","0"
"finely grated lemon rind","spring onion","0"
"finely grated lemon rind","grated gbejniet","0"
"finely grated lemon rind","salt and pepper","0"
"finely grated lemon rind","day-old loaf of bread","0"
"finely grated lemon rind","sugar ","0"
"finely grated lemon rind","custard powder ","0"
"finely grated lemon rind","cornflour ","0"
"finely grated lemon rind","cocoa ","0"
"finely grated lemon rind","mixed dried fruit such as sultanas","0"
"finely grated lemon rind","almonds ","0"
"finely grated lemon rind","glacé cherries","0"
"finely grated lemon rind","vanilla extract ","0"
"finely grated lemon rind","whisky","0"
"finely grated lemon rind","French shallots","0"
"finely grated lemon rind","head garlic","0"
"finely grated lemon rind","sprigs of thyme ","0"
"finely grated lemon rind","sherry vinegar","0"
"finely grated lemon rind","port","0"
"finely grated lemon rind","reduced chicken stock","0"
"finely grated lemon rind","large washed Sebago potatoes","0"
"finely grated lemon rind","Maltese pork sausage meat","0"
"finely grated lemon rind","baby rocket leaves","0"
"finely grated lemon rind","sprigs thyme ","0"
"finely grated lemon rind","brandy","0"
"finely grated lemon rind","truffle oil","0"
"finely grated lemon rind","truffle paste","0"
"finely grated lemon rind","rabbit  ","0"
"finely grated lemon rind","bay leaves ","0"
"finely grated lemon rind","slices of dense","0"
"finely grated lemon rind","kunserva  ","0"
"finely grated lemon rind","capers ","0"
"finely grated lemon rind","white anchovies or tinned tuna in oil","0"
"finely grated lemon rind","sea salt and freshly ground black pepper ","0"
"finely grated lemon rind","chopped parsley ","0"
"finely grated lemon rind","kohlrabi","0"
"finely grated lemon rind","podded broad beans","0"
"finely grated lemon rind","podded peas  ","0"
"finely grated lemon rind","small cauliflower","0"
"finely grated lemon rind","vegetable or chicken stock ","0"
" tsp vanilla essence"," tsp vanilla essence","1"
" tsp vanilla essence","wholemeal breadcrumbs","0"
" tsp vanilla essence","skim milk","0"
" tsp vanilla essence","chicken mince","0"
" tsp vanilla essence","mixed herbs","0"
" tsp vanilla essence","egg","0"
" tsp vanilla essence","tomatoes","0"
" tsp vanilla essence","Parsley to garnish","0"
" tsp vanilla essence","eggplant","0"
" tsp vanilla essence","celery stalks","0"
" tsp vanilla essence","olives","0"
" tsp vanilla essence","capers","0"
" tsp vanilla essence"," water","0"
" tsp vanilla essence","globe artichokes","0"
" tsp vanilla essence","heads garlic","0"
" tsp vanilla essence","finely chopped parsley","0"
" tsp vanilla essence","green or black olives","0"
" tsp vanilla essence","can tuna","0"
" tsp vanilla essence","ground almonds","0"
" tsp vanilla essence","sugar","0"
" tsp vanilla essence","cocoa powder","0"
" tsp vanilla essence","ground cloves","0"
" tsp vanilla essence","orange flower water","0"
" tsp vanilla essence","chopped roasted almonds","0"
" tsp vanilla essence","dried chestnuts","0"
" tsp vanilla essence","mandarin peel","0"
" tsp vanilla essence","of ground cloves","0"
" tsp vanilla essence","of ground aniseed","0"
" tsp vanilla essence","sesame seeds","0"
" tsp vanilla essence","butter ","0"
" tsp vanilla essence","chicken or beef stock ","0"
" tsp vanilla essence","tomato paste ","0"
" tsp vanilla essence","tomato puree ","0"
" tsp vanilla essence","macaroni or penne ","0"
" tsp vanilla essence","parmesan","0"
" tsp vanilla essence","tasty cheese","0"
" tsp vanilla essence","salt and pepper ","0"
" tsp vanilla essence","puff pastry sheets","0"
" tsp vanilla essence","large onions","0"
" tsp vanilla essence","tin tomatoes ","0"
" tsp vanilla essence","flat-leaf parsley leaves ","0"
" tsp vanilla essence","red wine ","0"
" tsp vanilla essence","water ","0"
" tsp vanilla essence","thin slices of topside or round steak ","0"
" tsp vanilla essence","minced veal ","0"
" tsp vanilla essence","bacon rashers","0"
" tsp vanilla essence","finely chopped flat-leaf parsley","0"
" tsp vanilla essence","finely chopped oregano","0"
" tsp vanilla essence","spring onion","0"
" tsp vanilla essence","grated gbejniet","0"
" tsp vanilla essence","salt and pepper","0"
" tsp vanilla essence","day-old loaf of bread","0"
" tsp vanilla essence","sugar ","0"
" tsp vanilla essence","custard powder ","0"
" tsp vanilla essence","cornflour ","0"
" tsp vanilla essence","cocoa ","0"
" tsp vanilla essence","mixed dried fruit such as sultanas","0"
" tsp vanilla essence","almonds ","0"
" tsp vanilla essence","glacé cherries","0"
" tsp vanilla essence","vanilla extract ","0"
" tsp vanilla essence","whisky","0"
" tsp vanilla essence","French shallots","0"
" tsp vanilla essence","head garlic","0"
" tsp vanilla essence","sprigs of thyme ","0"
" tsp vanilla essence","sherry vinegar","0"
" tsp vanilla essence","port","0"
" tsp vanilla essence","reduced chicken stock","0"
" tsp vanilla essence","large washed Sebago potatoes","0"
" tsp vanilla essence","Maltese pork sausage meat","0"
" tsp vanilla essence","baby rocket leaves","0"
" tsp vanilla essence","sprigs thyme ","0"
" tsp vanilla essence","brandy","0"
" tsp vanilla essence","truffle oil","0"
" tsp vanilla essence","truffle paste","0"
" tsp vanilla essence","rabbit  ","0"
" tsp vanilla essence","bay leaves ","0"
" tsp vanilla essence","slices of dense","0"
" tsp vanilla essence","kunserva  ","0"
" tsp vanilla essence","capers ","0"
" tsp vanilla essence","white anchovies or tinned tuna in oil","0"
" tsp vanilla essence","sea salt and freshly ground black pepper ","0"
" tsp vanilla essence","chopped parsley ","0"
" tsp vanilla essence","kohlrabi","0"
" tsp vanilla essence","podded broad beans","0"
" tsp vanilla essence","podded peas  ","0"
" tsp vanilla essence","small cauliflower","0"
" tsp vanilla essence","vegetable or chicken stock ","0"
"wholemeal breadcrumbs","wholemeal breadcrumbs","1"
"wholemeal breadcrumbs","skim milk","1"
"wholemeal breadcrumbs","chicken mince","1"
"wholemeal breadcrumbs","mixed herbs","1"
"wholemeal breadcrumbs","egg","1"
"wholemeal breadcrumbs","tomatoes","1"
"wholemeal breadcrumbs","Parsley to garnish","1"
"wholemeal breadcrumbs","eggplant","0"
"wholemeal breadcrumbs","celery stalks","0"
"wholemeal breadcrumbs","olives","0"
"wholemeal breadcrumbs","capers","0"
"wholemeal breadcrumbs"," water","0"
"wholemeal breadcrumbs","globe artichokes","0"
"wholemeal breadcrumbs","heads garlic","0"
"wholemeal breadcrumbs","finely chopped parsley","0"
"wholemeal breadcrumbs","green or black olives","0"
"wholemeal breadcrumbs","can tuna","0"
"wholemeal breadcrumbs","ground almonds","0"
"wholemeal breadcrumbs","sugar","0"
"wholemeal breadcrumbs","cocoa powder","0"
"wholemeal breadcrumbs","ground cloves","0"
"wholemeal breadcrumbs","orange flower water","0"
"wholemeal breadcrumbs","chopped roasted almonds","0"
"wholemeal breadcrumbs","dried chestnuts","0"
"wholemeal breadcrumbs","mandarin peel","0"
"wholemeal breadcrumbs","of ground cloves","0"
"wholemeal breadcrumbs","of ground aniseed","0"
"wholemeal breadcrumbs","sesame seeds","0"
"wholemeal breadcrumbs","butter ","0"
"wholemeal breadcrumbs","chicken or beef stock ","0"
"wholemeal breadcrumbs","tomato paste ","0"
"wholemeal breadcrumbs","tomato puree ","0"
"wholemeal breadcrumbs","macaroni or penne ","0"
"wholemeal breadcrumbs","parmesan","0"
"wholemeal breadcrumbs","tasty cheese","0"
"wholemeal breadcrumbs","salt and pepper ","0"
"wholemeal breadcrumbs","puff pastry sheets","0"
"wholemeal breadcrumbs","large onions","0"
"wholemeal breadcrumbs","tin tomatoes ","0"
"wholemeal breadcrumbs","flat-leaf parsley leaves ","0"
"wholemeal breadcrumbs","red wine ","0"
"wholemeal breadcrumbs","water ","0"
"wholemeal breadcrumbs","thin slices of topside or round steak ","0"
"wholemeal breadcrumbs","minced veal ","0"
"wholemeal breadcrumbs","bacon rashers","0"
"wholemeal breadcrumbs","finely chopped flat-leaf parsley","0"
"wholemeal breadcrumbs","finely chopped oregano","0"
"wholemeal breadcrumbs","spring onion","0"
"wholemeal breadcrumbs","grated gbejniet","0"
"wholemeal breadcrumbs","salt and pepper","0"
"wholemeal breadcrumbs","day-old loaf of bread","0"
"wholemeal breadcrumbs","sugar ","0"
"wholemeal breadcrumbs","custard powder ","0"
"wholemeal breadcrumbs","cornflour ","0"
"wholemeal breadcrumbs","cocoa ","0"
"wholemeal breadcrumbs","mixed dried fruit such as sultanas","0"
"wholemeal breadcrumbs","almonds ","0"
"wholemeal breadcrumbs","glacé cherries","0"
"wholemeal breadcrumbs","vanilla extract ","0"
"wholemeal breadcrumbs","whisky","0"
"wholemeal breadcrumbs","French shallots","0"
"wholemeal breadcrumbs","head garlic","0"
"wholemeal breadcrumbs","sprigs of thyme ","0"
"wholemeal breadcrumbs","sherry vinegar","0"
"wholemeal breadcrumbs","port","0"
"wholemeal breadcrumbs","reduced chicken stock","0"
"wholemeal breadcrumbs","large washed Sebago potatoes","0"
"wholemeal breadcrumbs","Maltese pork sausage meat","0"
"wholemeal breadcrumbs","baby rocket leaves","0"
"wholemeal breadcrumbs","sprigs thyme ","0"
"wholemeal breadcrumbs","brandy","0"
"wholemeal breadcrumbs","truffle oil","0"
"wholemeal breadcrumbs","truffle paste","0"
"wholemeal breadcrumbs","rabbit  ","0"
"wholemeal breadcrumbs","bay leaves ","0"
"wholemeal breadcrumbs","slices of dense","0"
"wholemeal breadcrumbs","kunserva  ","0"
"wholemeal breadcrumbs","capers ","0"
"wholemeal breadcrumbs","white anchovies or tinned tuna in oil","0"
"wholemeal breadcrumbs","sea salt and freshly ground black pepper ","0"
"wholemeal breadcrumbs","chopped parsley ","0"
"wholemeal breadcrumbs","kohlrabi","0"
"wholemeal breadcrumbs","podded broad beans","0"
"wholemeal breadcrumbs","podded peas  ","0"
"wholemeal breadcrumbs","small cauliflower","0"
"wholemeal breadcrumbs","vegetable or chicken stock ","0"
"skim milk","skim milk","1"
"skim milk","chicken mince","1"
"skim milk","mixed herbs","1"
"skim milk","egg","1"
"skim milk","tomatoes","1"
"skim milk","Parsley to garnish","1"
"skim milk","eggplant","0"
"skim milk","celery stalks","0"
"skim milk","olives","0"
"skim milk","capers","0"
"skim milk"," water","0"
"skim milk","globe artichokes","0"
"skim milk","heads garlic","0"
"skim milk","finely chopped parsley","0"
"skim milk","green or black olives","0"
"skim milk","can tuna","0"
"skim milk","ground almonds","0"
"skim milk","sugar","0"
"skim milk","cocoa powder","0"
"skim milk","ground cloves","0"
"skim milk","orange flower water","0"
"skim milk","chopped roasted almonds","0"
"skim milk","dried chestnuts","0"
"skim milk","mandarin peel","0"
"skim milk","of ground cloves","0"
"skim milk","of ground aniseed","0"
"skim milk","sesame seeds","0"
"skim milk","butter ","0"
"skim milk","chicken or beef stock ","0"
"skim milk","tomato paste ","0"
"skim milk","tomato puree ","0"
"skim milk","macaroni or penne ","0"
"skim milk","parmesan","0"
"skim milk","tasty cheese","0"
"skim milk","salt and pepper ","0"
"skim milk","puff pastry sheets","0"
"skim milk","large onions","0"
"skim milk","tin tomatoes ","0"
"skim milk","flat-leaf parsley leaves ","0"
"skim milk","red wine ","0"
"skim milk","water ","0"
"skim milk","thin slices of topside or round steak ","0"
"skim milk","minced veal ","0"
"skim milk","bacon rashers","0"
"skim milk","finely chopped flat-leaf parsley","0"
"skim milk","finely chopped oregano","0"
"skim milk","spring onion","0"
"skim milk","grated gbejniet","0"
"skim milk","salt and pepper","0"
"skim milk","day-old loaf of bread","0"
"skim milk","sugar ","0"
"skim milk","custard powder ","0"
"skim milk","cornflour ","0"
"skim milk","cocoa ","0"
"skim milk","mixed dried fruit such as sultanas","0"
"skim milk","almonds ","0"
"skim milk","glacé cherries","0"
"skim milk","vanilla extract ","0"
"skim milk","whisky","0"
"skim milk","French shallots","0"
"skim milk","head garlic","0"
"skim milk","sprigs of thyme ","0"
"skim milk","sherry vinegar","0"
"skim milk","port","0"
"skim milk","reduced chicken stock","0"
"skim milk","large washed Sebago potatoes","0"
"skim milk","Maltese pork sausage meat","0"
"skim milk","baby rocket leaves","0"
"skim milk","sprigs thyme ","0"
"skim milk","brandy","0"
"skim milk","truffle oil","0"
"skim milk","truffle paste","0"
"skim milk","rabbit  ","0"
"skim milk","bay leaves ","0"
"skim milk","slices of dense","0"
"skim milk","kunserva  ","0"
"skim milk","capers ","0"
"skim milk","white anchovies or tinned tuna in oil","0"
"skim milk","sea salt and freshly ground black pepper ","0"
"skim milk","chopped parsley ","0"
"skim milk","kohlrabi","0"
"skim milk","podded broad beans","0"
"skim milk","podded peas  ","0"
"skim milk","small cauliflower","0"
"skim milk","vegetable or chicken stock ","0"
"chicken mince","chicken mince","1"
"chicken mince","mixed herbs","1"
"chicken mince","egg","1"
"chicken mince","tomatoes","1"
"chicken mince","Parsley to garnish","1"
"chicken mince","eggplant","0"
"chicken mince","celery stalks","0"
"chicken mince","olives","0"
"chicken mince","capers","0"
"chicken mince"," water","0"
"chicken mince","globe artichokes","0"
"chicken mince","heads garlic","0"
"chicken mince","finely chopped parsley","0"
"chicken mince","green or black olives","0"
"chicken mince","can tuna","0"
"chicken mince","ground almonds","0"
"chicken mince","sugar","0"
"chicken mince","cocoa powder","0"
"chicken mince","ground cloves","0"
"chicken mince","orange flower water","0"
"chicken mince","chopped roasted almonds","0"
"chicken mince","dried chestnuts","0"
"chicken mince","mandarin peel","0"
"chicken mince","of ground cloves","0"
"chicken mince","of ground aniseed","0"
"chicken mince","sesame seeds","0"
"chicken mince","butter ","0"
"chicken mince","chicken or beef stock ","0"
"chicken mince","tomato paste ","0"
"chicken mince","tomato puree ","0"
"chicken mince","macaroni or penne ","0"
"chicken mince","parmesan","0"
"chicken mince","tasty cheese","0"
"chicken mince","salt and pepper ","0"
"chicken mince","puff pastry sheets","0"
"chicken mince","large onions","0"
"chicken mince","tin tomatoes ","0"
"chicken mince","flat-leaf parsley leaves ","0"
"chicken mince","red wine ","0"
"chicken mince","water ","0"
"chicken mince","thin slices of topside or round steak ","0"
"chicken mince","minced veal ","0"
"chicken mince","bacon rashers","0"
"chicken mince","finely chopped flat-leaf parsley","0"
"chicken mince","finely chopped oregano","0"
"chicken mince","spring onion","0"
"chicken mince","grated gbejniet","0"
"chicken mince","salt and pepper","0"
"chicken mince","day-old loaf of bread","0"
"chicken mince","sugar ","0"
"chicken mince","custard powder ","0"
"chicken mince","cornflour ","0"
"chicken mince","cocoa ","0"
"chicken mince","mixed dried fruit such as sultanas","0"
"chicken mince","almonds ","0"
"chicken mince","glacé cherries","0"
"chicken mince","vanilla extract ","0"
"chicken mince","whisky","0"
"chicken mince","French shallots","0"
"chicken mince","head garlic","0"
"chicken mince","sprigs of thyme ","0"
"chicken mince","sherry vinegar","0"
"chicken mince","port","0"
"chicken mince","reduced chicken stock","0"
"chicken mince","large washed Sebago potatoes","0"
"chicken mince","Maltese pork sausage meat","0"
"chicken mince","baby rocket leaves","0"
"chicken mince","sprigs thyme ","0"
"chicken mince","brandy","0"
"chicken mince","truffle oil","0"
"chicken mince","truffle paste","0"
"chicken mince","rabbit  ","0"
"chicken mince","bay leaves ","0"
"chicken mince","slices of dense","0"
"chicken mince","kunserva  ","0"
"chicken mince","capers ","0"
"chicken mince","white anchovies or tinned tuna in oil","0"
"chicken mince","sea salt and freshly ground black pepper ","0"
"chicken mince","chopped parsley ","0"
"chicken mince","kohlrabi","0"
"chicken mince","podded broad beans","0"
"chicken mince","podded peas  ","0"
"chicken mince","small cauliflower","0"
"chicken mince","vegetable or chicken stock ","0"
"mixed herbs","mixed herbs","1"
"mixed herbs","egg","1"
"mixed herbs","tomatoes","1"
"mixed herbs","Parsley to garnish","1"
"mixed herbs","eggplant","0"
"mixed herbs","celery stalks","0"
"mixed herbs","olives","0"
"mixed herbs","capers","0"
"mixed herbs"," water","0"
"mixed herbs","globe artichokes","0"
"mixed herbs","heads garlic","0"
"mixed herbs","finely chopped parsley","0"
"mixed herbs","green or black olives","0"
"mixed herbs","can tuna","0"
"mixed herbs","ground almonds","0"
"mixed herbs","sugar","0"
"mixed herbs","cocoa powder","0"
"mixed herbs","ground cloves","0"
"mixed herbs","orange flower water","0"
"mixed herbs","chopped roasted almonds","0"
"mixed herbs","dried chestnuts","0"
"mixed herbs","mandarin peel","0"
"mixed herbs","of ground cloves","0"
"mixed herbs","of ground aniseed","0"
"mixed herbs","sesame seeds","0"
"mixed herbs","butter ","0"
"mixed herbs","chicken or beef stock ","0"
"mixed herbs","tomato paste ","0"
"mixed herbs","tomato puree ","0"
"mixed herbs","macaroni or penne ","0"
"mixed herbs","parmesan","0"
"mixed herbs","tasty cheese","0"
"mixed herbs","salt and pepper ","0"
"mixed herbs","puff pastry sheets","0"
"mixed herbs","large onions","0"
"mixed herbs","tin tomatoes ","0"
"mixed herbs","flat-leaf parsley leaves ","0"
"mixed herbs","red wine ","0"
"mixed herbs","water ","0"
"mixed herbs","thin slices of topside or round steak ","0"
"mixed herbs","minced veal ","0"
"mixed herbs","bacon rashers","0"
"mixed herbs","finely chopped flat-leaf parsley","0"
"mixed herbs","finely chopped oregano","0"
"mixed herbs","spring onion","0"
"mixed herbs","grated gbejniet","0"
"mixed herbs","salt and pepper","0"
"mixed herbs","day-old loaf of bread","0"
"mixed herbs","sugar ","0"
"mixed herbs","custard powder ","0"
"mixed herbs","cornflour ","0"
"mixed herbs","cocoa ","0"
"mixed herbs","mixed dried fruit such as sultanas","0"
"mixed herbs","almonds ","0"
"mixed herbs","glacé cherries","0"
"mixed herbs","vanilla extract ","0"
"mixed herbs","whisky","0"
"mixed herbs","French shallots","0"
"mixed herbs","head garlic","0"
"mixed herbs","sprigs of thyme ","0"
"mixed herbs","sherry vinegar","0"
"mixed herbs","port","0"
"mixed herbs","reduced chicken stock","0"
"mixed herbs","large washed Sebago potatoes","0"
"mixed herbs","Maltese pork sausage meat","0"
"mixed herbs","baby rocket leaves","0"
"mixed herbs","sprigs thyme ","0"
"mixed herbs","brandy","0"
"mixed herbs","truffle oil","0"
"mixed herbs","truffle paste","0"
"mixed herbs","rabbit  ","0"
"mixed herbs","bay leaves ","0"
"mixed herbs","slices of dense","0"
"mixed herbs","kunserva  ","0"
"mixed herbs","capers ","0"
"mixed herbs","white anchovies or tinned tuna in oil","0"
"mixed herbs","sea salt and freshly ground black pepper ","0"
"mixed herbs","chopped parsley ","0"
"mixed herbs","kohlrabi","0"
"mixed herbs","podded broad beans","0"
"mixed herbs","podded peas  ","0"
"mixed herbs","small cauliflower","0"
"mixed herbs","vegetable or chicken stock ","0"
"egg","egg","3"
"egg","tomatoes","1"
"egg","Parsley to garnish","1"
"egg","eggplant","0"
"egg","celery stalks","0"
"egg","olives","0"
"egg","capers","0"
"egg"," water","0"
"egg","globe artichokes","0"
"egg","heads garlic","0"
"egg","finely chopped parsley","0"
"egg","green or black olives","0"
"egg","can tuna","0"
"egg","ground almonds","0"
"egg","sugar","1"
"egg","cocoa powder","0"
"egg","ground cloves","0"
"egg","orange flower water","0"
"egg","chopped roasted almonds","0"
"egg","dried chestnuts","0"
"egg","mandarin peel","0"
"egg","of ground cloves","1"
"egg","of ground aniseed","1"
"egg","sesame seeds","1"
"egg","butter ","1"
"egg","chicken or beef stock ","1"
"egg","tomato paste ","1"
"egg","tomato puree ","1"
"egg","macaroni or penne ","1"
"egg","parmesan","1"
"egg","tasty cheese","1"
"egg","salt and pepper ","1"
"egg","puff pastry sheets","1"
"egg","large onions","0"
"egg","tin tomatoes ","0"
"egg","flat-leaf parsley leaves ","0"
"egg","red wine ","0"
"egg","water ","0"
"egg","thin slices of topside or round steak ","0"
"egg","minced veal ","0"
"egg","bacon rashers","0"
"egg","finely chopped flat-leaf parsley","0"
"egg","finely chopped oregano","0"
"egg","spring onion","0"
"egg","grated gbejniet","0"
"egg","salt and pepper","0"
"egg","day-old loaf of bread","0"
"egg","sugar ","0"
"egg","custard powder ","0"
"egg","cornflour ","0"
"egg","cocoa ","0"
"egg","mixed dried fruit such as sultanas","0"
"egg","almonds ","0"
"egg","glacé cherries","0"
"egg","vanilla extract ","0"
"egg","whisky","0"
"egg","French shallots","0"
"egg","head garlic","0"
"egg","sprigs of thyme ","0"
"egg","sherry vinegar","0"
"egg","port","0"
"egg","reduced chicken stock","0"
"egg","large washed Sebago potatoes","0"
"egg","Maltese pork sausage meat","0"
"egg","baby rocket leaves","0"
"egg","sprigs thyme ","0"
"egg","brandy","0"
"egg","truffle oil","0"
"egg","truffle paste","0"
"egg","rabbit  ","0"
"egg","bay leaves ","0"
"egg","slices of dense","0"
"egg","kunserva  ","0"
"egg","capers ","0"
"egg","white anchovies or tinned tuna in oil","0"
"egg","sea salt and freshly ground black pepper ","0"
"egg","chopped parsley ","0"
"egg","kohlrabi","0"
"egg","podded broad beans","0"
"egg","podded peas  ","0"
"egg","small cauliflower","0"
"egg","vegetable or chicken stock ","0"
"tomatoes","tomatoes","2"
"tomatoes","Parsley to garnish","1"
"tomatoes","eggplant","1"
"tomatoes","celery stalks","1"
"tomatoes","olives","1"
"tomatoes","capers","1"
"tomatoes"," water","1"
"tomatoes","globe artichokes","0"
"tomatoes","heads garlic","0"
"tomatoes","finely chopped parsley","0"
"tomatoes","green or black olives","0"
"tomatoes","can tuna","0"
"tomatoes","ground almonds","0"
"tomatoes","sugar","0"
"tomatoes","cocoa powder","0"
"tomatoes","ground cloves","0"
"tomatoes","orange flower water","0"
"tomatoes","chopped roasted almonds","0"
"tomatoes","dried chestnuts","0"
"tomatoes","mandarin peel","0"
"tomatoes","of ground cloves","0"
"tomatoes","of ground aniseed","0"
"tomatoes","sesame seeds","0"
"tomatoes","butter ","0"
"tomatoes","chicken or beef stock ","0"
"tomatoes","tomato paste ","0"
"tomatoes","tomato puree ","0"
"tomatoes","macaroni or penne ","0"
"tomatoes","parmesan","0"
"tomatoes","tasty cheese","0"
"tomatoes","salt and pepper ","0"
"tomatoes","puff pastry sheets","0"
"tomatoes","large onions","0"
"tomatoes","tin tomatoes ","0"
"tomatoes","flat-leaf parsley leaves ","0"
"tomatoes","red wine ","0"
"tomatoes","water ","0"
"tomatoes","thin slices of topside or round steak ","0"
"tomatoes","minced veal ","0"
"tomatoes","bacon rashers","0"
"tomatoes","finely chopped flat-leaf parsley","0"
"tomatoes","finely chopped oregano","0"
"tomatoes","spring onion","0"
"tomatoes","grated gbejniet","0"
"tomatoes","salt and pepper","0"
"tomatoes","day-old loaf of bread","0"
"tomatoes","sugar ","0"
"tomatoes","custard powder ","0"
"tomatoes","cornflour ","0"
"tomatoes","cocoa ","0"
"tomatoes","mixed dried fruit such as sultanas","0"
"tomatoes","almonds ","0"
"tomatoes","glacé cherries","0"
"tomatoes","vanilla extract ","0"
"tomatoes","whisky","0"
"tomatoes","French shallots","0"
"tomatoes","head garlic","0"
"tomatoes","sprigs of thyme ","0"
"tomatoes","sherry vinegar","0"
"tomatoes","port","0"
"tomatoes","reduced chicken stock","0"
"tomatoes","large washed Sebago potatoes","0"
"tomatoes","Maltese pork sausage meat","0"
"tomatoes","baby rocket leaves","0"
"tomatoes","sprigs thyme ","0"
"tomatoes","brandy","0"
"tomatoes","truffle oil","0"
"tomatoes","truffle paste","0"
"tomatoes","rabbit  ","0"
"tomatoes","bay leaves ","0"
"tomatoes","slices of dense","0"
"tomatoes","kunserva  ","0"
"tomatoes","capers ","0"
"tomatoes","white anchovies or tinned tuna in oil","0"
"tomatoes","sea salt and freshly ground black pepper ","0"
"tomatoes","chopped parsley ","0"
"tomatoes","kohlrabi","0"
"tomatoes","podded broad beans","0"
"tomatoes","podded peas  ","0"
"tomatoes","small cauliflower","0"
"tomatoes","vegetable or chicken stock ","0"
"Parsley to garnish","Parsley to garnish","1"
"Parsley to garnish","eggplant","0"
"Parsley to garnish","celery stalks","0"
"Parsley to garnish","olives","0"
"Parsley to garnish","capers","0"
"Parsley to garnish"," water","0"
"Parsley to garnish","globe artichokes","0"
"Parsley to garnish","heads garlic","0"
"Parsley to garnish","finely chopped parsley","0"
"Parsley to garnish","green or black olives","0"
"Parsley to garnish","can tuna","0"
"Parsley to garnish","ground almonds","0"
"Parsley to garnish","sugar","0"
"Parsley to garnish","cocoa powder","0"
"Parsley to garnish","ground cloves","0"
"Parsley to garnish","orange flower water","0"
"Parsley to garnish","chopped roasted almonds","0"
"Parsley to garnish","dried chestnuts","0"
"Parsley to garnish","mandarin peel","0"
"Parsley to garnish","of ground cloves","0"
"Parsley to garnish","of ground aniseed","0"
"Parsley to garnish","sesame seeds","0"
"Parsley to garnish","butter ","0"
"Parsley to garnish","chicken or beef stock ","0"
"Parsley to garnish","tomato paste ","0"
"Parsley to garnish","tomato puree ","0"
"Parsley to garnish","macaroni or penne ","0"
"Parsley to garnish","parmesan","0"
"Parsley to garnish","tasty cheese","0"
"Parsley to garnish","salt and pepper ","0"
"Parsley to garnish","puff pastry sheets","0"
"Parsley to garnish","large onions","0"
"Parsley to garnish","tin tomatoes ","0"
"Parsley to garnish","flat-leaf parsley leaves ","0"
"Parsley to garnish","red wine ","0"
"Parsley to garnish","water ","0"
"Parsley to garnish","thin slices of topside or round steak ","0"
"Parsley to garnish","minced veal ","0"
"Parsley to garnish","bacon rashers","0"
